Z_physical,A_physical,E_physical,E_norm,Yield_pred
25.0,73.00000000000001,1.0,0.21428571395010204,-2.2958855e-12
25.0,73.00000000000001,2.0,0.22857142826163265,-1.9171283e-12
25.0,73.00000000000001,3.0,0.24285714257316326,-1.487124e-12
25.0,73.00000000000001,4.0,0.2571428568846939,-3.1771374e-13
25.0,73.00000000000001,5.0,0.2714285711962245,2.7097688e-12
25.0,73.00000000000001,6.0,0.28571428550775513,9.066034e-12
25.0,73.00000000000001,7.0,0.2999999998192857,1.7024465e-11
25.0,73.00000000000001,8.0,0.31428571413081635,2.0809202e-11
25.0,73.00000000000001,9.0,0.328571428442347,1.8918056e-11
25.0,73.00000000000001,10.0,0.3428571427538776,1.5775103e-11
25.0,73.00000000000001,11.0,0.35714285706540816,1.4222867e-11
25.0,73.00000000000001,12.0,0.3714285713769388,1.4564235e-11
25.0,73.00000000000001,13.0,0.38571428568846944,1.6413182e-11
25.0,73.00000000000001,14.0,0.4,1.9017734e-11
26.0,65.99999998,0.0,0.19999999963857143,4.907018e-07
26.0,65.99999998,1.0,0.21428571395010204,4.640257e-07
26.0,65.99999998,2.0,0.22857142826163265,5.9911287e-07
26.0,65.99999998,3.0,0.24285714257316326,1.6211374e-06
26.0,65.99999998,4.0,0.2571428568846939,5.1088787e-06
26.0,65.99999998,5.0,0.2714285711962245,1.0404723e-05
26.0,65.99999998,6.0,0.28571428550775513,1.792061e-05
26.0,65.99999998,7.0,0.2999999998192857,2.8071416e-05
26.0,65.99999998,8.0,0.31428571413081635,4.1637777e-05
26.0,65.99999998,9.0,0.328571428442347,6.1029445e-05
26.0,65.99999998,10.0,0.3428571427538776,8.613147e-05
26.0,65.99999998,11.0,0.35714285706540816,0.000114116265
26.0,65.99999998,12.0,0.3714285713769388,0.00014221777
26.0,65.99999998,13.0,0.38571428568846944,0.00016934707
26.0,65.99999998,14.0,0.4,0.00019604545
26.0,67.0,0.0,0.19999999963857143,3.4498757e-07
